Time,LMP
2025-07-24T18:00,37.69
2025-07-24T18:05,37.23
2025-07-24T18:10,36.76
2025-07-24T18:15,36.29
2025-07-24T18:20,35.82
2025-07-24T18:25,35.35
2025-07-24T18:30,34.87
2025-07-24T18:35,34.4
2025-07-24T18:40,33.92
2025-07-24T18:45,33.44
2025-07-24T18:50,32.96
2025-07-24T18:55,32.48
2025-07-24T19:00,32.0
2025-07-24T19:05,31.52
2025-07-24T19:10,31.04
2025-07-24T19:15,30.56
2025-07-24T19:20,30.08
2025-07-24T19:25,29.6
2025-07-24T19:30,29.13
2025-07-24T19:35,28.65
2025-07-24T19:40,28.18
2025-07-24T19:45,27.71
2025-07-24T19:50,27.24
2025-07-24T19:55,26.77
2025-07-24T20:00,26.31
2025-07-24T20:05,25.84
2025-07-24T20:10,25.38
2025-07-24T20:15,24.93
2025-07-24T20:20,24.48
2025-07-24T20:25,24.03
2025-07-24T20:30,23.58
2025-07-24T20:35,23.14
2025-07-24T20:40,22.7
2025-07-24T20:45,22.27
2025-07-24T20:50,21.84
2025-07-24T20:55,21.42
2025-07-24T21:00,21.0
2025-07-24T21:05,20.59
2025-07-24T21:10,20.18
2025-07-24T21:15,19.78
2025-07-24T21:20,19.38
2025-07-24T21:25,18.99
2025-07-24T21:30,18.61
2025-07-24T21:35,18.23
2025-07-24T21:40,17.86
2025-07-24T21:45,17.49
2025-07-24T21:50,17.14
2025-07-24T21:55,16.79
2025-07-24T22:00,16.44
2025-07-24T22:05,16.11
2025-07-24T22:10,15.78
2025-07-24T22:15,15.46
2025-07-24T22:20,15.15
2025-07-24T22:25,14.84
2025-07-24T22:30,14.55
2025-07-24T22:35,14.26
2025-07-24T22:40,13.98
2025-07-24T22:45,13.71
2025-07-24T22:50,13.45
2025-07-24T22:55,13.19
2025-07-24T23:00,12.95
2025-07-24T23:05,12.71
2025-07-24T23:10,12.49
2025-07-24T23:15,12.27
2025-07-24T23:20,12.06
2025-07-24T23:25,11.86
2025-07-24T23:30,11.67
2025-07-24T23:35,11.5
2025-07-24T23:40,11.33
2025-07-24T23:45,11.17
2025-07-24T23:50,11.02
2025-07-24T23:55,10.88
