Time,LMP
2025-07-24T19:10,27.21
2025-07-24T19:15,26.82
2025-07-24T19:20,26.43
2025-07-24T19:25,26.04
2025-07-24T19:30,25.65
2025-07-24T19:35,25.26
2025-07-24T19:40,24.87
2025-07-24T19:45,24.49
2025-07-24T19:50,24.1
2025-07-24T19:55,23.72
2025-07-24T20:00,23.34
2025-07-24T20:05,22.96
2025-07-24T20:10,22.59
2025-07-24T20:15,22.21
2025-07-24T20:20,21.84
2025-07-24T20:25,21.48
2025-07-24T20:30,21.11
2025-07-24T20:35,20.75
2025-07-24T20:40,20.39
2025-07-24T20:45,20.04
2025-07-24T20:50,19.69
2025-07-24T20:55,19.34
2025-07-24T21:00,19.0
2025-07-24T21:05,18.66
2025-07-24T21:10,18.33
2025-07-24T21:15,18.0
2025-07-24T21:20,17.68
2025-07-24T21:25,17.36
2025-07-24T21:30,17.04
2025-07-24T21:35,16.73
2025-07-24T21:40,16.43
2025-07-24T21:45,16.13
2025-07-24T21:50,15.84
2025-07-24T21:55,15.55
2025-07-24T22:00,15.27
2025-07-24T22:05,15.0
2025-07-24T22:10,14.73
2025-07-24T22:15,14.47
2025-07-24T22:20,14.21
2025-07-24T22:25,13.96
2025-07-24T22:30,13.72
2025-07-24T22:35,13.48
2025-07-24T22:40,13.26
2025-07-24T22:45,13.03
2025-07-24T22:50,12.82
2025-07-24T22:55,12.61
2025-07-24T23:00,12.41
2025-07-24T23:05,12.22
2025-07-24T23:10,12.03
2025-07-24T23:15,11.86
2025-07-24T23:20,11.69
2025-07-24T23:25,11.52
2025-07-24T23:30,11.37
2025-07-24T23:35,11.22
2025-07-24T23:40,11.09
2025-07-24T23:45,10.96
2025-07-24T23:50,10.83
2025-07-24T23:55,10.72
